,labels,text
1035,es," Tras su muerte empezaron a reunirse colecciones de sus obras poéticas, de tema sacro algunas y muchas de asunto picante, satírico o burlesco, quizá compuestas en su mocedad, muchas de ellas atribuidas a Manuel León Marchante (ambos se conocían y habitaban en Alcalá y hay unos 71 poemas atribuidos a ambos)"
1036,es," Son silvas, sonetos y décimas, no tanto redondillas, quintillas y romances, de estilo irónico y a veces metapoético y paródico, y no pocas veces desvergonzado"
1037,es," Acaso su obra maestra sea el poema «Pintura de un pueblo a donde zierto religioso fue a pedir el agosto» [ 1 ] ​ Notas [ editar ] ↑ Antonio Carreira, ""La obra poética de Damián Cornejo: cuatro manuscritos más y uno menos"", en Criticón , núm"
1038,es,es/literatura/criticon/PDF/103-104/103-104_039
1039,es,pdf Obras [ editar ] Obras de Fray Damián Cornejo
1040,es," Ms 5566 de la BNM , ed"
1041,es," Danièle et Michel Maurel, Université de Toulouse-Le Mirail, Maîtrise dactylographiée, 1970"
1042,es," Klaus Pörtl, ""Das lyrische Werk des Damián Cornejo (1629-1707)"", Ester Teil Müchner Romanistische Arbeitun , Munich, Wilhem Fink Verlag, 1978"
1043,es," Crónica seráfica y vida del glorioso patriarca San Francisco y de sus primeros discípulos , Madrid: Juan García Infanzón, 4 vols"
1044,es," impresos en 1682, 1684, 1686 y 1698; se reimprimió varias veces en el siglo XVIII y luego en el XIX con el título Vida del glorioso patriarca San Francisco de Asís, publicada por la V"
1045,es, Orden Tercera de Penitencia existente en el convento de religiosas franciscanas de la Puridad y S
1046,es," La obra fue continuada por fray Eusebio González de Torres en otros cuatro volúmenes entre 1719 y 1737, y con un noveno tomo por Joseph Torrubir "
1047,es," De esta obra de Cornejo, muy extensa, se desgajaron e imprimieron por separado varias hagiografías aisladas de santos y santas franciscanas"
1048,es," Bibliografía [ editar ] BÈGUE, Alain, « Poetas de la segunda mitad del siglo XVII », en Diccionario Filológico de Literatura Española"
1049,es," Pablo Jauralde Pou, Madrid, Castalia (Nueva Biblioteca de Crítica y Erudición, 31), 2011, p"
1050,es," CARREIRA, Antonio, « La obra poética de Damián Cornejo: cuatro manuscritos más y uno menos », en La literatura española en tiempos de los novatores (1675-1726) , ed"
1051,es," Alain Bègue y Jean Croizat-Viallet, Madrid / Toulouse, Casa de Velázquez / Instituto Cervantes / Presses Universitaires du Mirail ( Criticón , 103-104), 2008, p"
1052,es, Obtenido de « https://es
1053,es,php?title=Damián_Cornejo&oldid=82389395 » Categorías : Poetas de España del siglo XVII Poetas de España del siglo XVIII Franciscanos de España del siglo XVII Obispos de Orense Escritores de España del siglo XVII Escritores de España del siglo XVIII Escritores en español
1054,de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Ayila Yussuf Ayila Yussuf 2008 Personalia Voller Name Atanda Ayila Yussuf Geburtstag 4"
1055,de," November 1984 Geburtsort Lagos , Nigeria Größe 182 cm Position Innenverteidiger , Außenverteidiger , Defensiver Mittelfeldspieler Herren Jahre Station Spiele (Tore) 1 2002–2003 Union Bank 43 0 (5) 2003–2014 Dynamo Kiew II 22 0 (2) 2003–2015 Dynamo Kiew 120 (10) 2013 → Orduspor (Leihe) 8 0 (1) 2014 → Metalist Charkiw (Leihe) 11 0 (2) Nationalmannschaft Jahre Auswahl Spiele (Tore) 2005–2011 Nigeria 30 0 (1) 1 Angegeben sind nur Ligaspiele"
1056,de, November 1984 in Lagos ) ist ein nigerianischer ehemaliger Fußballspieler 
1057,de, Inhaltsverzeichnis 1 Karriere 1
1058,de,2 Nationalmannschaft 2 Erfolge 3 Weblinks 4 Fußnoten Karriere [ Bearbeiten | Quelltext bearbeiten ] Verein [ Bearbeiten | Quelltext bearbeiten ] Yussuf kam 2003 vom nigerianischen Klub Union Bank zu seinem heutigen Verein Dynamo Kiew 
1059,de, Für die Rückrunde der Spielzeit 2012/13 wurde er an den türkischen Erstligisten Orduspor ausgeliehen
1060,de," [1] Nachdem Orduspor zum Saisonende den Klassenerhalt verpasste, kehrte Yussuf zu Kiew zurück"
1061,de," Nationalmannschaft [ Bearbeiten | Quelltext bearbeiten ] Für Nigeria debütierte der Defensiv-Allrounder im März 2005 beim Spiel gegen Gabun und nahm 2006 am Afrika-Cup teil, wo er mit Nigeria das Halbfinale erreichte"
1062,de," Obwohl er oft von Verletzungen zurückgeworfen wird, ist er mittlerweile eine feste Größe in seinem Verein und in der nigerianischen Nationalelf "
1063,de," Erfolge [ Bearbeiten | Quelltext bearbeiten ] Ukrainische Meisterschaft : 2007, 2009 Ukrainischer Pokal : 2005, 2006, 2007 Ukrainischer Supercup : 2006, 2009 Teilnahme am Afrika-Cup 2006 (4 Einsätze) Weblinks [ Bearbeiten | Quelltext bearbeiten ] Ayila Yussuf in der Datenbank von weltfussball"
1064,de,de Ayila Yussuf in der Datenbank von National-Football-Teams
1065,de,com (englisch) Ayila Yussuf in der Datenbank von mackolik
1066,de,com (türkisch) Ayila Yussuf in der Datenbank von transfermarkt
1067,de,de Fußnoten [ Bearbeiten | Quelltext bearbeiten ] ↑ fotomac
1068,de,tr: „Atanda Ayila Yussuf 6 aylığına Ordu'da“ (abgerufen am 31
1069,de," Januar 2013) Personendaten NAME Yussuf, Ayila ALTERNATIVNAMEN Yussuf, Atanda Ayila (vollständiger Name) KURZBESCHREIBUNG nigerianischer Fußballspieler GEBURTSDATUM 4"
1070,de," November 1984 GEBURTSORT Lagos , Nigeria Abgerufen von „ https://de"
1071,de,php?title=Ayila_Yussuf&oldid=222087828 “ Kategorien : Fußballnationalspieler (Nigeria) Fußballspieler (Dynamo Kiew) Fußballspieler (Orduspor) Fußballspieler (Metalist Charkiw) Teilnehmer an einer Fußball-Weltmeisterschaft (Nigeria) Ukrainischer Meister (Fußball) Sportler (Lagos) Nigerianer Geboren 1984 Mann Versteckte Kategorie: Wikipedia:Wikidata P2458 verschieden (Mackolik
1072,en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search ""Socialist Youth Union"" redirects here"
1073,en," For the Brazilian organization, see Socialist Youth Union (Brazil) "
1074,en," For the Bulgarian organization, see Socialist Youth Union (Bulgaria) "
1075,en," Czechoslovak Socialist Youth Union SSM / SZM Czech : Socialistický svaz mládeže Slovak : Socialistický zväz mládeže Emblem Founded 1970 Dissolved 1990 Headquarters Prague , Czechoslovak Socialist Republic Membership 1"
1076,en,6 million (1982) Ideology Communism Marxism-Leninism Mother party Communist Party of Czechoslovakia International affiliation World Federation of Democratic Youth National affiliation National Front of Czechs and Slovaks SSM membership booklet The Czechoslovak Socialist Youth Union (SSM) was a mass organization which served as the youth wing of the Communist Party in the Czechoslovak Socialist Republic from 1970 to 1990
1077,en," It existed alongside the Pioneer Organization , which was geared towards younger children who were expected to join the SSM in their teens"
1078,en, Membership stood at 1
1079,en," [1] It was created as a successor to the Czechoslovak Union of Youth, which ceased to exist in the wake of the invasion of Czechoslovakia in 1968"
1080,en," It provided both physical and ideological education to the youth of Czechoslovakia, and membership was highly encouraged for career-minded young people"
1081,en," Recruitment was intense, especially in educational institutions, to the point that many of the organization's members were unenthusiastic about the communist cause, leading some to complain that even beatniks were allowed to join its ranks"
1082,en," [2] The SSM was organized on national, regional, and local levels and operated a large number of educational, art, and sporting facilities"
1083,en," The SSM was dissolved at its final congress in January of 1990, following the Velvet Revolution and the fall of communism in Czechoslovakia"
1084,en," See also [ edit ] Youth organizations in Communist Czechoslovakia Free German Youth Komsomol References [ edit ] ^ Latin America Report, Issue 2621 (Report)"
1085,en, United States Joint Publications Research Service
1086,en," Czechoslovakia, a Country Study "
1087,en, v t e Communist youth wings Current Communist Youth League of China Ho Chi Minh Communist Youth Union Young Communist League (Cuba) Lao People's Revolutionary Youth Union Former Komsomol (Soviet Union) Free German Youth (East Germany) 1 Mongolian Revolutionary Youth League 1 Socialist Patriotic Youth League (North Korea) 2 Polish Socialist Youth Union 1 Labour Youth Union of Albania Hungarian Young Communist League 1 Dimitrov Communist Youth Union (Bulgaria) Union of Communist Youth (Romania) Czechoslovak Socialist Youth Union League of Socialist Youth of Yugoslavia Democratic Youth Organisation of Afghanistan Youth of MPLA (Angola) 2 People's Revolutionary Youth Union of Kampuchea Congolese Socialist Youth Union National Youth Organisation (Grenada) Seychelles People's Progressive Front Youth League (Seychelles) Related Young Communist International World Federation of Democratic Youth Pioneer movement 1 Re-organized after the dissolution 2 Still active but no longer identified with communism This communist youth movement -related article is a stub 
1088,en, You can help Wikipedia by expanding it 
1089,en," v t e Retrieved from "" https://en"
1090,en,"php?title=Czechoslovak_Socialist_Youth_Union&oldid=1016724735 "" Categories : Youth organizations based in Czechoslovakia Youth wings of communist parties 1990 disestablishments in Czechoslovakia Communist youth movement stubs Hidden categories: Articles containing Czech-language text Articles containing Slovak-language text All stub articles"
1091,de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Stadtbus Ravensburg Weingarten GmbH Basisinformationen Unternehmenssitz Ravensburg Webpräsenz Homepage Bezugsjahr 2008 Eigentümer DBZugBus RAB, Stadtwerke Ravensburg, Verkehrsbetrieb Hagmann, Omnibus Grabherr, Stadtwerke Weingarten"
1092,de," Geschäftsführung Andreas Thiel-Böhm, Helmut Hagmann Verkehrsverbund bodo Linien Bus 17 Statistik Fahrgäste 6 Mio"
1093,de," pro Jahr Fahrleistung 2,5 Mio"
1094,de," km pro Jahr Haltestellen 270 Niederflur-Stadtbus der RAB Die Stadtbus Ravensburg Weingarten GmbH (Eigenschreibweise: stadtbus Ravensburg Weingarten GmbH ) ist die Betreibergesellschaft des straßengebundenen öffentlichen Personennahverkehrs in Ravensburg , Weingarten sowie den umliegenden Gemeinden Baienfurt , Baindt , Berg , Bodnegg , Ebenweiler , Fleischwangen , Fronreute , Grünkraut und Wolpertswende "
1095,de," Die GmbH ist jedoch nur eine reine Verwaltungseinheit ( Unternehmensverbund ), das heißt, sie besitzt selbst weder Busse noch die entsprechenden Linienkonzessionen "
1096,de," Die heutige Vereinigung stadtbus Ravensburg Weingarten GmbH ging 2004 aus der nicht mehr existenten Vorgängervereinigung rundumbus Ravensburg Weingarten hervor, diese wiederum bestand seit 1996"
1097,de, Ebenfalls seit 2004 sind die Linien der stadtbus Ravensburg Weingarten GmbH in den Bodensee-Oberschwaben-Verkehrsverbund (bodo) integriert (Verbundstart am 1
1098,de, Es besteht seither im gesamten Landkreis Ravensburg und im benachbarten Bodenseekreis und seit 1
1099,de, Januar 2018 auch im benachbarten Landkreis Lindau ein Gemeinschaftstarif mit einem einheitlichen Fahrpreis- und Tarifsystem
1100,de," Inhaltsverzeichnis 1 Gesellschafter 2 Linien, Konzessionen und Betreiber 3 Tarif 4 Daten 5 Sonstiges 6 Galerie 7 Weblinks Gesellschafter [ Bearbeiten | Quelltext bearbeiten ] Die Konzessionen der Buslinien innerhalb des Unternehmensverbundes stadtbus Ravensburg Weingarten GmbH sind auf insgesamt fünf Unternehmen verteilt"
1101,de," Nach diesen Konzessionen richtet sich auch der prozentuale Anteil, welchen die einzelnen Unternehmen am gemeinsamen Unternehmensverbund haben"
1102,de, Als Besonderheit besitzen die Stadtwerke Ravensburg und die Stadtwerke Weingarten selbst jedoch keine eigenen Busse; sie beauftragen die RAB mit der tatsächlichen Durchführung der Fahrten auf den auf sie konzessionierten Linien: Name des Unternehmens Anschrift Firmensitz Funktion Anteil DB ZugBus Regionalverkehr Alb-Bodensee GmbH (RAB) Karlstr
1103,de," 31–33 89073 Ulm Verkehrsunternehmen und Konzessionär 45,2 % Stadtwerke Ravensburg [2] Schussenstr"
1104,de," 22 88212 Ravensburg nur Konzessionär 31,4 % Verkehrsbetrieb Hagmann GmbH & Co"
1105,de," 28 88212 Ravensburg Verkehrsunternehmen und Konzessionär 13,4 % Omnibus Grabherr GmbH [1] Am Langholz 8 88289 Waldburg Verkehrsunternehmen und Konzessionär 7,6 % Stadtwerke Weingarten [2] Schussenstr"
1106,de," 22 88212 Ravensburg nur Konzessionär 2,4 % [1] = inklusive der ehemaligen Firma Buslinien Stauber GmbH & Co"
1107,de," KG , welche mittlerweile vollständig ins Unternehmen integriert wurde [2] = die Stadtwerke Ravensburg und die Stadtwerke Weingarten sind unter dem Dach der Firma Technische Werke Schussental GmbH & Co"
1108,de," KG vereint, es handelt sich de facto um ein gemeinsames Unternehmen Siehe auch : ÖPNV-Aufgabenträger Linien, Konzessionen und Betreiber [ Bearbeiten | Quelltext bearbeiten ] In den Verbund der stadtbus Ravensburg Weingarten GmbH sind insgesamt 19 Buslinien integriert, darunter auch einige nur selten bzw"
1109,de," nur saisonal verkehrende Sonderlinien wie die Linien 7A, 16, 17 und 28"
1110,de, Darüber hinaus werden die Linien 7 und 21 fallweise auch zur Doppellinie 7/21 zusammengefasst
1111,de, Die Linien im Einzelnen: Linie Konzession Betreiber Laufweg 1 Stadtwerke RV / RAB RAB Baindt – Baienfurt – Weingarten – RV Busbahnhof – Innenstadt – Weststadt – Hofgut oder Schmalegg 3 Stadtwerke RV / RAB RAB RV Sonnenbüchel – Busbahnhof – Innenstadt – Südstadt – Weißenau – Eschach – Oberzell – Gornhofen 4 Stadtwerke RV / RAB RAB RV Busbahnhof – Innenstadt – Südstadt – Weißenau – Oberzell 5 Stadtwerke RV / RAB RAB RV Busbahnhof – Weingarten – Lerchenfeld – Niederbiegen – Weidenösch – Baienfurt Schacherösch 6 Stadtwerke WGT / RAB RAB Weingarten Lerchenfeld – Charlottenplatz – Dörfle (Oberstadt) – Hochschule 7 Stadtwerke RV / RAB / Hagmann RAB RV Busbahnhof – Knollengraben – Grünkraut 7A Stadtwerke RV / RAB RAB [Badebus] RV Busbahnhof – Innenstadt – Flappachbad 8 Stadtwerke RV / RAB RAB [Ringverkehr] RV Busbahnhof – Innenstadt – Schussensiedlung – RV Busbahnhof 9 Stadtwerke RV / RAB RAB [Ringverkehr] RV Busbahnhof – Ummenwinkel – RV Busbahnhof 10 Omnibus Grabherr Grabherr RV Kraftwerk – Busbahnhof – Berg – Fronhofen – Fleischwangen 11 Stadtwerke RV / RAB RAB [Krankenhauslinie (Ringverkehr)] RV Busbahnhof – Innenstadt – Krankenhaus St
1112,de, Elisabeth – Busbahnhof 13 Stadtwerke RV / RAB RAB RV Busbahnhof – P+R Eissporthalle 14 Stadtwerke WGT / RAB RAB [Ringverkehr] Löwenplatz – Charlottenplatz – Argonnenpark – Löwenplatz – Charlottenplatz 15 Stadtwerke WGT / RAB RAB [Stadtbus Weingarten] BOB-Bahnhof – Löwenpl
1113,de, – Stadtesch – Löwenpl
1114,de, – Meisterhof – Löwenpl
1115,de, – BOB-Bahnhof 16 Stadtwerke WGT / RAB RAB [Seniorenlinie] Weingarten Haus Am Mühlbach – Weingarten Innenstadt 17 Stadtwerke WGT / RAB Schuler [Badebus Weingarten] Weingarten Lerchenfeld – Blumenau – Post – Wildeneggstraße – Freibad 20 Verkehrsbetrieb Hagmann Hagmann RV Busbahnhof – Weingarten – Mochenwangen – Wolpertswende 21 Verkehrsbetrieb Hagmann Hagmann RV Busbahnhof – Knollengraben – Grünkraut – Bodnegg 28 Stadtwerke RV / RAB RAB [Weihnachtspendelbus] P+R Eissporthalle − RV Innenstadt − P+R Eissporthalle Tarif [ Bearbeiten | Quelltext bearbeiten ] Zwar wurden die Linien der stadtbus Ravensburg Weingarten GmbH zum 1
1116,de," Januar 2004 in den damals neu geschaffenen Bodensee-Oberschwaben Verkehrsverbund (bodo) integriert, d"
1117,de, bodo-Fahrkarten werden seither auch im Stadtbus anerkannt
1118,de, Dennoch gilt in den Bussen der GmbH weiterhin ein besonderer Haustarif; so kostet eine Einzelfahrt im Stadtverkehr z
1119,de," pauschal 1,80 Euro, dies entspricht dem bodo-Tarif für eine Zone"
1120,de," Als Besonderheit gilt dieser Fahrpreis auch dann, wenn mit dem Stadtbus zwei Zonen (laut bodo-Tarif = 2,15 Euro) oder drei Zonen (laut bodo-Tarif = 3,00 Euro) durchfahren werden"
1121,de," Abweichend davon sind jedoch die Gemeinden Bodnegg, Ebenweiler, Fleischwangen, Fronreute und Wolpertswende nicht in diesen speziellen Stadttarif integriert, hier gilt wiederum der reguläre bodo-Verbundtarif"
1122,de," Welche Orte und Haltestellen innerhalb des Stadtbustarifs liegen, kann dem Liniennetzplan des stadtbus Ravensburg Weingarten entnommen werden"
1123,de," Daten [ Bearbeiten | Quelltext bearbeiten ] Die drei Verkehrsunternehmen im Verbund der stadtbus Ravensburg Weingarten GmbH (RAB, Hagmann und Grabherr) beschäftigen zusammen rund 180 Mitarbeiter im Fahrdienst, in den Werkstätten sowie in den Bereichen Verkauf und Verwaltung"
1124,de," Die gemeinsame Busflotte (überwiegend in einheitlicher Corporate identity in weißer Grundfarbe und roter Bauchbinde) besteht aus etwa 75 Bussen, darunter 20 Gelenkbussen "
1125,de, Jährlich werden 11 Millionen Fahrgäste befördert
1126,de," Moderne Beschleunigungsmaßnahmen in der Innenstadt, die den Bussen im dichter werdenden Autoverkehr Vorfahrt gewähren, tragen dazu bei, dass die Abfahrtszeiten planmäßig eingehalten werden können"
1127,de, Zusätzlich zum Linienverkehr bieten die Verkehrsbetriebe mit ihren Stadt- und Überlandbussen auch Ausflugsfahrten an
1128,de," Sonstiges [ Bearbeiten | Quelltext bearbeiten ] Die Beteiligung der Deutschen Bahn AG , vertreten durch ihre Tochtergesellschaft RAB, an der stadtbus Ravensburg Weingarten GmbH ist ein Relikt der 1959 verkehrenden Straßenbahn Ravensburg–Weingarten–Baienfurt "
1129,de," Diese war als einziger Straßenbahnbetrieb Deutschlands auf die Deutsche Bundesbahn konzessioniert, deren Rechtsnachfolge die Deutsche Bahn AG 1994 antrat"
1130,de, Die Durchführung von Stadtverkehren durch den Deutsche Bahn AG-Konzern ist dabei vergleichsweise selten und in diesem Fall auf den Betrieb der früheren Straßenbahn zurückzuführen
1131,de," Normalerweise betreibt die DB Stadtverkehr GmbH , in der in der Regel Nachfolgegesellschaften der ehemaligen Bahnbussparte integriert sind, hauptsächlich Überlandverkehre"
1132,de," Galerie [ Bearbeiten | Quelltext bearbeiten ] Niederflur-Stadtgelenkbus der RAB Niederflur-Stadtbus (Typ: Mercedes-Benz Citaro ) der Firma Verkehrsbetrieb Hagmann Niederflur-Stadtbus des Verkehrsbetriebs Hagmann Niederflur-Stadtbus des ehemaligen Unternehmens Buslinien Stauber , mittlerweile aufgegangen im Unternehmen Omnibus Grabherr Weblinks [ Bearbeiten | Quelltext bearbeiten ] Website der stadtbus Ravensburg Weingarten GmbH Website des Verkehrsverbunds bodo mit weiteren Informationen www"
1133,de,de - Private Bildergalerie der RAB-Busse im Stadtverkehr Ravensburg und Weingarten Abgerufen von „ https://de
1134,de,php?title=Stadtbus_Ravensburg_Weingarten&oldid=215368210 “ Kategorien : Busunternehmen (Baden-Württemberg) Verkehrsunternehmen (Baden-Württemberg) Verkehr (Landkreis Ravensburg) Stadtbus Unternehmen (Ravensburg)
1135,de,"aus Wikipedia, der freien Enzyklopädie Zur Navigation springen Zur Suche springen Brodnica Dolna ? Brodnica Dolna Basisdaten Staat : Polen Woiwodschaft : Pommern Powiat : Kartuzy Gmina : Kartuzy Geographische Lage : 54° 16′ N , 18° 6′ O 54"
1136,de,"098888888889 Koordinaten: 54° 15′ 47″ N , 18° 5′ 56″ O Einwohner : 359 Brodnica Dolna [ brɔdˈnit͡sa ˈdɔlna ] ( kaschubisch Dólnô Brodnica , deutsch Niederbrodnitz ) ist ein Dorf in der Gmina Kartuzy , in der polnischen Woiwodschaft Pommern "
1137,de, Es liegt 11 km südwestlich von Kartuzy (Karthaus) und 37 km westlich von Danzig 
1138,de, Abgerufen von „ https://de
1139,de,php?title=Brodnica_Dolna&oldid=176698217 “ Kategorien : Gmina Kartuzy Ort der Woiwodschaft Pommern
1140,en,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search For other places with similar names, see Aliabad "
1141,en," For other places named Aliabad in Kermanshah Province, see Aliabad, Kermanshah (disambiguation) "
1142,en," Village in Kermanshah, Iran Aliabad علي اباد village Aliabad Coordinates: 34°37′59″N 46°54′18″E ﻿ / ﻿ 34"
1143,en,90500 Coordinates : 34°37′59″N 46°54′18″E ﻿ / ﻿ 34
1144,en,"90500 Country Iran Province Kermanshah County Kermanshah Bakhsh Central Rural District Miyan Darband Population (2006) • Total 176 Time zone UTC+3:30 ( IRST ) • Summer ( DST ) UTC+4:30 ( IRDT ) Aliabad ( Persian : علي اباد , also Romanized as ‘Alīābād ) [1] is a village in Miyan Darband Rural District , in the Central District of Kermanshah County , Kermanshah Province , Iran "
1145,en," At the 2006 census, its population was 176, in 40 families"
1146,en," [2] References [ edit ] ^ Aliabad can be found at GEOnet Names Server , at this link , by opening the Advanced Search box, entering ""-3802198""  in the ""Unique Feature Id"" form, and clicking on ""Search Database"""
1147,en," ^ ""Census of the Islamic Republic of Iran, 1385 (2006)"" (Excel) "
1148,en, Statistical Center of Iran 
1149,en, Archived from the original on 2011-11-11
